item,itemLabel
http://www.wikidata.org/entity/Q366162,John Lloyd
http://www.wikidata.org/entity/Q366563,Dick Clark
http://www.wikidata.org/entity/Q367691,Simon Fuller
http://www.wikidata.org/entity/Q369396,Kōzō Morishita
http://www.wikidata.org/entity/Q374065,Patton Oswalt
http://www.wikidata.org/entity/Q375016,David Kohan
http://www.wikidata.org/entity/Q380407,Nikolai Wladimirowitsch Fomenko
http://www.wikidata.org/entity/Q381178,Bob Barker
http://www.wikidata.org/entity/Q381203,Ted Danson
http://www.wikidata.org/entity/Q385703,Erica Terpstra
http://www.wikidata.org/entity/Q390690,Owen Smith
http://www.wikidata.org/entity/Q430844,Chuck Lorre
http://www.wikidata.org/entity/Q431261,Kevin Burns
http://www.wikidata.org/entity/Q431432,Robert C. Cooper
http://www.wikidata.org/entity/Q432245,Peter Wildeblood
http://www.wikidata.org/entity/Q433217,Erik Wiese
http://www.wikidata.org/entity/Q434963,Gary Scott Thompson
http://www.wikidata.org/entity/Q438402,Maria Efrosinina
http://www.wikidata.org/entity/Q440413,Karin Falck
http://www.wikidata.org/entity/Q442656,Barış Manço
http://www.wikidata.org/entity/Q442830,Iwan Andrejewitsch Urgant
http://www.wikidata.org/entity/Q443806,Bruce Gowers
http://www.wikidata.org/entity/Q444591,Run Run Shaw
http://www.wikidata.org/entity/Q446753,Pierre Cossette
http://www.wikidata.org/entity/Q448910,Dorothée
http://www.wikidata.org/entity/Q450720,Roger Avary
http://www.wikidata.org/entity/Q453307,Mia Hundvin
http://www.wikidata.org/entity/Q455186,Henk Krol
http://www.wikidata.org/entity/Q460080,Simon Langton
http://www.wikidata.org/entity/Q460221,Pamela Fryman
http://www.wikidata.org/entity/Q461003,Steven Moffat
http://www.wikidata.org/entity/Q466352,Quinn Martin
http://www.wikidata.org/entity/Q470005,Joe Manganiello
http://www.wikidata.org/entity/Q470847,John de Mol
http://www.wikidata.org/entity/Q471858,Kirk Cameron
